feature_id	component_id	structure_taxonomy_npclassifier_01pathway_consensus	freq_structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass_consensus	freq_structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class_consensus	freq_structure_taxonomy_npclassifier_03class	rank_spec	msms_score	libname	structure_wikidata	structure_inchikey	structure_inchi	structure_smiles	structure_molecular_formula	adduct	structure_exact_mass	structure_nameTraditional	short_inchikey	structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class	organism_wikidata	organism_name	organism_taxonomy_ottid	organism_taxonomy_01domain	organism_taxonomy_02kingdom	organism_taxonomy_03phylum	organism_taxonomy_04class	organism_taxonomy_05order	organism_taxonomy_06family	organism_taxonomy_07tribe	organism_taxonomy_08genus	organism_taxonomy_09species	organism_taxonomy_10varietas	matched_domain	matched_kingdom	matched_phylum	matched_class	matched_order	matched_family	matched_tribe	matched_genus	matched_species	score_taxo	score_max_consistency	final_score	rank_final
189	7	Fatty acids	0.6285714285714286	Fatty amides	0.42857142857142855	Primary amides	0.37142857142857144	192.0	0.37935957	ISDB	http://www.wikidata.org/entity/Q82952976	ZPTSRWNMMWXEHX-KCQAQPDRSA-N	InChI=1S/C15H26O/c1-11-6-7-13-14(2,3)8-5-9-15(13,4)12(11)10-16/h12-13,16H,1,5-10H2,2-4H3/t12-,13-,15+/m0/s1	C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1CO	C15H26O		222.198365452	Albicanol	ZPTSRWNMMWXEHX	Terpenoids	Sesquiterpenoids	Drimane sesquiterpenoids	http://www.wikidata.org/entity/Q36557	Loxodonta africana	541936.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Proboscidea']	['Elephantidae']	['Unknown']	['Loxodonta']	['Loxodonta africana']		['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']						4	0	5.517438292503357	1
188	20	Terpenoids	1.0	Sesquiterpenoids	1.0	Acorane sesquiterpenoids	0.5	143.0	0.47876084	ISDB	http://www.wikidata.org/entity/Q105171673	MTFXKUDGSGWVIS-MHEUCROKSA-N	InChI=1S/C15H26O2/c1-10(2)13-5-4-11(3)15(13)7-6-12(9-16)14(17)8-15/h6,10-11,13-14,16-17H,4-5,7-9H2,1-3H3/t11-,13-,14+,15-/m0/s1	CC(C)[C@@H]1CC[C@H](C)[C@@]12CC=C(CO)[C@H](O)C2	C15H26O2		238.193280072	Trichoacorenol B	MTFXKUDGSGWVIS	Terpenoids	Sesquiterpenoids	Acorane sesquiterpenoids	http://www.wikidata.org/entity/Q135322	Trichoderma	891848.0	['Eukaryota']	['Metazoa']	['Chordata']	['Actinopteri']	['Acanthomorphata']	['Monacanthidae']	['Unknown']	['Amanses']	['Unknown']		['Eukaryota']	['Metazoa']	['Chordata']							3	3	6.415043354034424	1
186	7	Fatty acids	0.6285714285714286	Fatty amides	0.42857142857142855	Primary amides	0.37142857142857144	189.0	0.36949128	ISDB	http://www.wikidata.org/entity/Q82952976	ZPTSRWNMMWXEHX-KCQAQPDRSA-N	InChI=1S/C15H26O/c1-11-6-7-13-14(2,3)8-5-9-15(13,4)12(11)10-16/h12-13,16H,1,5-10H2,2-4H3/t12-,13-,15+/m0/s1	C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1CO	C15H26O		222.198365452	Albicanol	ZPTSRWNMMWXEHX	Terpenoids	Sesquiterpenoids	Drimane sesquiterpenoids	http://www.wikidata.org/entity/Q36557	Loxodonta africana	541936.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Proboscidea']	['Elephantidae']	['Unknown']	['Loxodonta']	['Loxodonta africana']		['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']						4	0	5.4779651165008545	1
185	3	Terpenoids	1.0	Diterpenoids	1.0	Serrulatane and Biflorane diterpenoids	0.6666666666666666	1.0	0.33055055	ISDB	http://www.wikidata.org/entity/Q82804974	ODZQBEPDXUFJRX-UXLLHSPISA-N	InChI=1S/C20H28O2/c1-13(2)6-5-7-14(3)17-10-8-15(4)18-11-9-16(20(21)22)12-19(17)18/h6,9,11-12,14-15,17H,5,7-8,10H2,1-4H3,(H,21,22)/t14-,15+,17-/m0/s1	CC(C)=CCC[C@H](C)[C@@H]1CC[C@@H](C)c2ccc(C(=O)O)cc21	C20H28O2		300.208930136	(5R,8S)-5-Methyl-8-(6-methylhept-5-en-2-yl)-5,6,7,8-tetrahydronaphthalene-2-carboxylic acid	ODZQBEPDXUFJRX	Terpenoids	Diterpenoids	Serrulatane and Biflorane diterpenoids	http://www.wikidata.org/entity/Q5385587	Eremophila sturtii	5144580.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Lamiales']	['Scrophulariaceae']	['Myoporeae']	['Eremophila']	['Eremophila sturtii']											0	3	2.822202205657959	1
184	7	Fatty acids	0.6285714285714286	Fatty amides	0.42857142857142855	Primary amides	0.37142857142857144	4.0	0.5581781	ISDB	http://www.wikidata.org/entity/Q105210304	PKCDBAJESFUNQJ-BUWFCSEKSA-N	InChI=1S/C16H31NO/c1-3-4-5-6-7-8-9-10-11-12-13-14-16(18)15(2)17/h3,6-7,15-16,18H,1,4-5,8-14,17H2,2H3/b7-6+/t15-,16+/m0/s1	C=CCC/C=C/CCCCCCC[C@@H](O)[C@H](C)N	C16H31NO		253.240564612	(2S,3R,11E)-2-Amino-11,15-hexadecadiene-3-ol	PKCDBAJESFUNQJ	Fatty acids	Sphingolipids	Sphingoid bases	http://www.wikidata.org/entity/Q4915771	Pseudodistoma obscurum	3644423.0	['Eukaryota']	['Metazoa']	['Chordata']	['Ascidiacea']	['Enterogona']	['Pseudodistomidae']	['Unknown']	['Pseudodistoma']	['Pseudodistoma obscurum']		['Eukaryota']	['Metazoa']	['Chordata']							3	1	5.732712507247925	1
183	-1							1.0	0.44658905	ISDB	http://www.wikidata.org/entity/Q104917532	ARROMLOSFCWJKF-WRXWZJTCSA-N	InChI=1S/C15H20O/c1-13(14(2)16)9-5-3-6-10-15-11-7-4-8-12-15/h3-8,10-14,16H,9H2,1-2H3/b5-3+,10-6+/t13-,14-/m0/s1	C[C@H](O)[C@@H](C)C/C=C/C=C/c1ccccc1	C15H20O		216.15141526	(2S,3S)-Dihydrolignarenol B	ARROMLOSFCWJKF	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives	http://www.wikidata.org/entity/Q3140292	Scaphander lignarius	227227.0	['Eukaryota']	['Metazoa']	['Mollusca']	['Gastropoda']	['Cephalaspidea']	['Scaphandridae']	['Unknown']	['Scaphander']	['Scaphander lignarius']		['Eukaryota']	['Metazoa']								2	0	3.786356210708618	1
181	7	Fatty acids	0.6285714285714286	Fatty amides	0.42857142857142855	Primary amides	0.37142857142857144	1.0	0.79332846	ISDB									DWXUKGQAPQEPTH							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	3.173313856124878	1
180	-1							1.0	0.57719004	ISDB	http://www.wikidata.org/entity/Q27144216	YNNQTVPKSXTDCK-SABUVIKOSA-N	InChI=1S/C18H31NO/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-18(20)17(2)19/h4-5,7-8,10-11,13-14,17-18,20H,3,6,9,12,15-16,19H2,1-2H3/b5-4-,8-7-,11-10-,14-13-/t17-,18+/m0/s1	CC/C=C\C/C=C\C/C=C\C/C=C\CC[C@@H](O)[C@H](C)N	C18H31NO		277.240564612	Obscuraminol A	YNNQTVPKSXTDCK	Fatty acids	Sphingolipids	Sphingoid bases	http://www.wikidata.org/entity/Q4915771	Pseudodistoma obscurum	3644423.0	['Eukaryota']	['Metazoa']	['Chordata']	['Ascidiacea']	['Enterogona']	['Pseudodistomidae']	['Unknown']	['Pseudodistoma']	['Pseudodistoma obscurum']		['Eukaryota']	['Metazoa']	['Chordata']							3	0	5.308760166168213	1
178	3	Terpenoids	1.0	Diterpenoids	1.0	Serrulatane and Biflorane diterpenoids	0.6666666666666666	2.0	0.31201684	ISDB	http://www.wikidata.org/entity/Q82804974	ODZQBEPDXUFJRX-UXLLHSPISA-N	InChI=1S/C20H28O2/c1-13(2)6-5-7-14(3)17-10-8-15(4)18-11-9-16(20(21)22)12-19(17)18/h6,9,11-12,14-15,17H,5,7-8,10H2,1-4H3,(H,21,22)/t14-,15+,17-/m0/s1	CC(C)=CCC[C@H](C)[C@@H]1CC[C@@H](C)c2ccc(C(=O)O)cc21	C20H28O2		300.208930136	(5R,8S)-5-Methyl-8-(6-methylhept-5-en-2-yl)-5,6,7,8-tetrahydronaphthalene-2-carboxylic acid	ODZQBEPDXUFJRX	Terpenoids	Diterpenoids	Serrulatane and Biflorane diterpenoids	http://www.wikidata.org/entity/Q5385587	Eremophila sturtii	5144580.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Lamiales']	['Scrophulariaceae']	['Myoporeae']	['Eremophila']	['Eremophila sturtii']											0	3	2.7480673789978027	1
176	7	Fatty acids	0.6285714285714286	Fatty amides	0.42857142857142855	Primary amides	0.37142857142857144	10.0	0.0	MS1_match	http://www.wikidata.org/entity/Q209727	IPCSVZSSVZVIGE-UHFFFAOYSA-N	InChI=1S/C16H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2-15H2,1H3,(H,17,18)	CCCCCCCCCCCCCCCC(=O)O	C16H32O2	pos_1_1proton1acetonitrile	256.240230264	Hexadecanoate;hydron	IPCSVZSSVZVIGE	Fatty acids	Fatty Acids and Conjugates	Branched fatty acids	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']		['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']		['Hominidae']		['Homo']	['Homo sapiens']	7	1	7.5	1
176	7	Fatty acids	0.6285714285714286	Fatty amides	0.42857142857142855	Primary amides	0.37142857142857144	10.0	0.0	MS1_match	http://www.wikidata.org/entity/Q407426	OYHQOLUKZRVURQ-HZJYTTRNSA-N	InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7,9-10H,2-5,8,11-17H2,1H3,(H,19,20)/b7-6-,10-9-	CCCCC/C=C\C/C=C\CCCCCCCC(=O)O	C18H32O2	pos_1_1proton1ammonium	280.240230264	Linoleic Acid	OYHQOLUKZRVURQ	Fatty acids	Fatty Acids and Conjugates	Unsaturated fatty acids	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']		['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']		['Hominidae']		['Homo']	['Homo sapiens']	7	1	7.5	1
175	7	Fatty acids	0.6285714285714286	Fatty amides	0.42857142857142855	Primary amides	0.37142857142857144	1.0	0.80375504	ISDB	http://www.wikidata.org/entity/Q27164841	SFIHQZFZMWZOJV-UHFFFAOYSA-N	InChI=1S/C18H33NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7,9-10H,2-5,8,11-17H2,1H3,(H2,19,20)	CCCCCC=CCC=CCCCCCCCC(N)=O	C18H33NO		279.256214676	CID 3930	SFIHQZFZMWZOJV	Fatty acids	Fatty amides	Primary amides	http://www.wikidata.org/entity/Q237465	Averrhoa bilimbi	829006.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Oxalidales']	['Oxalidaceae']	['Unknown']	['Averrhoa']	['Averrhoa bilimbi']		['Eukaryota']									1	3	5.715020179748535	1
170	13	Fatty acids	0.6	Fatty Acids and Conjugates	0.4	Branched fatty acids	0.4	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q421171	RLCKHJSFHOZMDR-UHFFFAOYSA-N	InChI=1S/C20H40O2/c1-16(2)9-6-10-17(3)11-7-12-18(4)13-8-14-19(5)15-20(21)22/h16-19H,6-15H2,1-5H3,(H,21,22)	CC(C)CCCC(C)CCCC(C)CCCC(C)CC(=O)O	C20H40O2	pos_1_1proton1ethylamine	312.30283052	Phytanic acid	RLCKHJSFHOZMDR	Fatty acids	Fatty Acids and Conjugates	Branched fatty acids	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']		['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']		['Hominidae']		['Homo']	['Homo sapiens']	7	3	8.5	1
167	7	Fatty acids	0.6285714285714286	Fatty amides	0.42857142857142855	Primary amides	0.37142857142857144	10.0	0.0	MS1_match	http://www.wikidata.org/entity/Q209727	IPCSVZSSVZVIGE-UHFFFAOYSA-N	InChI=1S/C16H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2-15H2,1H3,(H,17,18)	CCCCCCCCCCCCCCCC(=O)O	C16H32O2	pos_1_1proton1acetonitrile	256.240230264	Hexadecanoate;hydron	IPCSVZSSVZVIGE	Fatty acids	Fatty Acids and Conjugates	Branched fatty acids	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']		['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']		['Hominidae']		['Homo']	['Homo sapiens']	7	1	7.5	1
167	7	Fatty acids	0.6285714285714286	Fatty amides	0.42857142857142855	Primary amides	0.37142857142857144	10.0	0.0	MS1_match	http://www.wikidata.org/entity/Q407426	OYHQOLUKZRVURQ-HZJYTTRNSA-N	InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7,9-10H,2-5,8,11-17H2,1H3,(H,19,20)/b7-6-,10-9-	CCCCC/C=C\C/C=C\CCCCCCCC(=O)O	C18H32O2	pos_1_1proton1ammonium	280.240230264	Linoleic Acid	OYHQOLUKZRVURQ	Fatty acids	Fatty Acids and Conjugates	Unsaturated fatty acids	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']		['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']		['Hominidae']		['Homo']	['Homo sapiens']	7	1	7.5	1
166	7	Fatty acids	0.6285714285714286	Fatty amides	0.42857142857142855	Primary amides	0.37142857142857144	1.0	0.5495847	ISDB	http://www.wikidata.org/entity/Q27164841	SFIHQZFZMWZOJV-UHFFFAOYSA-N	InChI=1S/C18H33NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7,9-10H,2-5,8,11-17H2,1H3,(H2,19,20)	CCCCCC=CCC=CCCCCCCCC(N)=O	C18H33NO		279.256214676	CID 3930	SFIHQZFZMWZOJV	Fatty acids	Fatty amides	Primary amides	http://www.wikidata.org/entity/Q237465	Averrhoa bilimbi	829006.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Oxalidales']	['Oxalidaceae']	['Unknown']	['Averrhoa']	['Averrhoa bilimbi']		['Eukaryota']									1	3	4.698338747024536	1
163	-1							1.0	0.3943685	ISDB	http://www.wikidata.org/entity/Q104375920	IVTQSEFLDHBCDZ-IAUSTGCCSA-N	InChI=1S/C13H22O/c1-10-6-7-11-12(2,3)8-5-9-13(11,4)14-10/h5,9-11H,6-8H2,1-4H3/t10-,11?,13-/m1/s1	C[C@@H]1CCC2C(C)(C)CC=C[C@@]2(C)O1	C13H22O		194.167065324	Dihydroedulan II	IVTQSEFLDHBCDZ	Terpenoids	Apocarotenoids	Megastigmanes	http://www.wikidata.org/entity/Q160114	Mentha spicata	27827.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Lamiales']	['Lamiaceae']	['Mentheae']	['Mentha']	['Mentha spicata']		['Eukaryota']									1	0	2.577473998069763	1
160	19	Fatty acids	1.0	Fatty Acids and Conjugates	1.0	Unsaturated fatty acids	1.0	2.0	0.0	MS1_match	http://www.wikidata.org/entity/Q256502	DTOSIQBPPRVQHS-PDBXOOCHSA-N	InChI=1S/C18H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h3-4,6-7,9-10H,2,5,8,11-17H2,1H3,(H,19,20)/b4-3-,7-6-,10-9-	CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O	C18H30O2	pos_1_1proton1ammonium	278.2245802	Linolenic Acid	DTOSIQBPPRVQHS	Fatty acids	Fatty Acids and Conjugates	Unsaturated fatty acids	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']		['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']		['Hominidae']		['Homo']	['Homo sapiens']	7	3	8.5	1
160	19	Fatty acids	1.0	Fatty Acids and Conjugates	1.0	Unsaturated fatty acids	1.0	2.0	0.0	MS1_match	http://www.wikidata.org/entity/Q412366	SECPZKHBENQXJG-FPLPWBNLSA-N	InChI=1S/C16H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h7-8H,2-6,9-15H2,1H3,(H,17,18)/b8-7-	CCCCCC/C=C\CCCCCCCC(=O)O	C16H30O2	pos_1_1proton1acetonitrile	254.2245802	Palmitoleic acid	SECPZKHBENQXJG	Fatty acids	Fatty Acids and Conjugates	Unsaturated fatty acids	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']		['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']		['Hominidae']		['Homo']	['Homo sapiens']	7	3	8.5	1
160	19	Fatty acids	1.0	Fatty Acids and Conjugates	1.0	Unsaturated fatty acids	1.0	2.0	0.0	MS1_match	http://www.wikidata.org/entity/Q415885	VZCCETWTMQHEPK-QNEBEIHSSA-N	InChI=1S/C18H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7,9-10,12-13H,2-5,8,11,14-17H2,1H3,(H,19,20)/b7-6-,10-9-,13-12-	CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O	C18H30O2	pos_1_1proton1ammonium	278.2245802	gamma-Linolenic acid	VZCCETWTMQHEPK	Fatty acids	Fatty Acids and Conjugates	Unsaturated fatty acids	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']		['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']		['Hominidae']		['Homo']	['Homo sapiens']	7	3	8.5	1
159	7	Fatty acids	0.6285714285714286	Fatty amides	0.42857142857142855	Primary amides	0.37142857142857144	2.0	0.5040101	ISDB	http://www.wikidata.org/entity/Q27259791	TWXWPPKDQOWNSX-UHFFFAOYSA-N	InChI=1S/C13H22O/c14-13(11-7-3-1-4-8-11)12-9-5-2-6-10-12/h11-12H,1-10H2	O=C(C1CCCCC1)C1CCCCC1	C13H22O		194.167065324	Dicyclohexyl ketone	TWXWPPKDQOWNSX	Fatty acids	Fatty esters	Lactones	http://www.wikidata.org/entity/Q4115797	Scutellaria barbata	1093028.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Lamiales']	['Lamiaceae']	['Unknown']	['Scutellaria']	['Scutellaria barbata']		['Eukaryota']									1	1	3.516040325164795	1
158	-1							1.0	0.6614008	ISDB	http://www.wikidata.org/entity/Q105006024	GBQBSZHGWQDJFQ-SJKRNHSQSA-N	InChI=1S/C20H28O3/c1-12(2)18-16(22)11-19(5)10-15(21)14(4)8-6-7-13(3)9-17-20(18,19)23-17/h7,12,17-18H,4,6,8-11H2,1-3,5H3/b13-7+/t17-,18+,19+,20+/m0/s1	C=C1CC/C=C(\C)C[C@@H]2O[C@@]23[C@H](C(C)C)C(=O)C[C@@]3(C)CC1=O	C20H28O3		316.203844756	(1R,3S,5E,12S,15S)-5,12-dimethyl-9-methylidene-15-propan-2-yl-2-oxatricyclo[10.3.0.01,3]pentadec-5-ene-10,14-dione	GBQBSZHGWQDJFQ	Terpenoids	Diterpenoids	Dolabellane diterpenoids	http://www.wikidata.org/entity/Q4520274	Clavularia inflata	797476.0	['Eukaryota']	['Metazoa']	['Cnidaria']	['Anthozoa']	['Alcyonacea']	['Clavulariidae']	['Unknown']	['Clavularia']	['Clavularia inflata']											0	0	2.6456031799316406	1
157	7	Fatty acids	0.6285714285714286	Fatty amides	0.42857142857142855	Primary amides	0.37142857142857144	1.0	0.57989717	ISDB	http://www.wikidata.org/entity/Q27259791	TWXWPPKDQOWNSX-UHFFFAOYSA-N	InChI=1S/C13H22O/c14-13(11-7-3-1-4-8-11)12-9-5-2-6-10-12/h11-12H,1-10H2	O=C(C1CCCCC1)C1CCCCC1	C13H22O		194.167065324	Dicyclohexyl ketone	TWXWPPKDQOWNSX	Fatty acids	Fatty esters	Lactones	http://www.wikidata.org/entity/Q4115797	Scutellaria barbata	1093028.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Lamiales']	['Lamiaceae']	['Unknown']	['Scutellaria']	['Scutellaria barbata']		['Eukaryota']									1	1	3.8195886611938477	1
155	19	Fatty acids	1.0	Fatty Acids and Conjugates	1.0	Unsaturated fatty acids	1.0	2.0	0.0	MS1_match	http://www.wikidata.org/entity/Q256502	DTOSIQBPPRVQHS-PDBXOOCHSA-N	InChI=1S/C18H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h3-4,6-7,9-10H,2,5,8,11-17H2,1H3,(H,19,20)/b4-3-,7-6-,10-9-	CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O	C18H30O2	pos_1_1proton1ammonium	278.2245802	Linolenic Acid	DTOSIQBPPRVQHS	Fatty acids	Fatty Acids and Conjugates	Unsaturated fatty acids	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']		['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']		['Hominidae']		['Homo']	['Homo sapiens']	7	3	8.5	1
155	19	Fatty acids	1.0	Fatty Acids and Conjugates	1.0	Unsaturated fatty acids	1.0	2.0	0.0	MS1_match	http://www.wikidata.org/entity/Q412366	SECPZKHBENQXJG-FPLPWBNLSA-N	InChI=1S/C16H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h7-8H,2-6,9-15H2,1H3,(H,17,18)/b8-7-	CCCCCC/C=C\CCCCCCCC(=O)O	C16H30O2	pos_1_1proton1acetonitrile	254.2245802	Palmitoleic acid	SECPZKHBENQXJG	Fatty acids	Fatty Acids and Conjugates	Unsaturated fatty acids	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']		['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']		['Hominidae']		['Homo']	['Homo sapiens']	7	3	8.5	1
