CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
647	920	1	0.799	-180.151
1745	1809	1	0.8309	-28.057
920	1745	1	0.7586	86.976
1745	1763	1	0.8161	29.010
282	1140	3	0.9513	-282.256
629	1140	3	0.9757	-49.256
863	1140	3	0.9759	23.927
1077	1140	3	0.9665	72.912
1140	1229	3	0.9773	63.185
1140	1265	3	0.9688	-150.907
1140	1339	3	0.9727	2.016
1140	1377	3	0.9769	26.016
1140	1537	3	0.9657	-5.909
1140	1768	3	0.9627	74.000
231	603	3	0.9305	-52.210
603	1632	3	0.9356	-39.109
764	1476	3	0.9297	-94.115
780	1476	3	0.9368	-80.136
972	1476	3	0.9396	-31.196
1222	1476	3	0.9491	18.011
1367	1476	3	0.9327	50.000
1401	1476	3	0.9452	-2.016
764	1367	3	0.9259	-144.115
1367	1401	3	0.9475	52.016
1367	1680	3	0.9268	47.985
691	1642	3	0.9358	-138.214
888	1642	3	0.9356	69.896
972	1642	3	0.9406	-61.243
1339	1642	3	0.9443	43.953
1348	1642	3	0.933	-12.036
1606	1642	3	0.9377	-14.016
728	1372	3	0.9481	-124.162
728	1451	3	0.9456	-197.028
282	1222	3	0.9508	-224.251
863	1222	3	0.9641	81.933
934	1222	3	0.9475	29.974
1131	1222	3	0.9638	-2.016
1222	1303	3	0.9481	2.016
1222	1451	3	0.9669	-84.867
1222	1594	3	0.9498	-10.021
1222	1622	3	0.961	13.979
1222	1768	3	0.9635	15.995
629	1339	3	0.9648	-47.240
713	1339	3	0.9429	49.016
863	1339	3	0.9643	25.943
1229	1339	3	0.9702	-61.170
1249	1339	3	0.9441	-58.005
1339	1377	3	0.97	24.000
1339	1537	3	0.963	-7.924
1339	1768	3	0.9578	71.985
543	744	3	0.9452	74.927
543	1300	3	0.9304	37.894
774	1096	3	0.9374	31.989
431	629	3	0.9551	-201.011
431	691	3	0.9462	-66.083
431	1077	3	0.9464	-323.178
431	1265	3	0.9468	-401.173
431	1348	3	0.9536	-192.261
431	1537	3	0.9464	-256.175
431	1594	3	0.9468	-202.282
431	1622	3	0.9461	-178.282
823	1088	3	0.9313	39.011
823	1348	3	0.9282	71.001
1282	1851	3	0.9396	-220.686
737	1210	3	0.9302	-52.068
1210	1239	3	0.926	-130.990
691	934	3	0.9408	-156.152
934	1067	3	0.9347	65.165
934	1258	3	0.9331	-2.052
934	1451	3	0.9459	-54.892
163	1077	3	0.953	-341.189
716	1077	3	0.9395	21.948
888	1077	3	0.9464	-48.984
1010	1077	3	0.9337	-164.129
1077	1111	3	0.9636	116.938
1077	1265	3	0.9546	-77.995
1077	1303	3	0.9439	132.933
1077	1380	3	0.9511	118.917
669	691	3	0.934	261.089
691	764	3	0.9393	-14.052
691	780	3	0.9534	-28.031
691	972	3	0.9457	-76.971
691	1199	3	0.9585	-142.172
737	1614	3	0.9263	-6.099
282	1622	3	0.9517	-210.271
629	1622	3	0.9531	22.729
863	1622	3	0.9574	95.912
1377	1622	3	0.9618	45.969
1537	1622	3	0.9504	77.893
1594	1622	3	0.9435	24.000
1622	1632	3	0.9535	2.015
1622	1768	3	0.9543	2.016
629	863	3	0.966	-73.183
863	1088	3	0.9645	49.943
863	1199	3	0.9548	65.938
863	1229	3	0.9693	87.113
863	1377	3	0.9705	49.943
863	1768	3	0.9594	97.928
1021	1632	3	0.9339	31.989
1067	1632	3	0.9368	-19.196
1239	1632	3	0.9527	174.943
1380	1632	3	0.9571	27.995
1436	1632	3	0.9358	-4.031
1606	1632	3	0.9453	14.015
894	1451	3	0.9285	-36.882
744	1606	3	0.9474	-110.182
780	1606	3	0.9452	-96.167
888	1606	3	0.9458	83.912
972	1606	3	0.9483	-47.227
1067	1606	3	0.937	-33.211
1111	1606	3	0.9637	15.959
1377	1768	3	0.9644	47.985
1537	1768	3	0.948	79.909
1594	1768	3	0.9496	26.016
888	1088	3	0.9555	49.943
962	1088	3	0.9634	-2.016
1010	1088	3	0.9484	-65.202
1088	1680	3	0.9327	47.985
1052	1199	3	0.94	-0.000
1052	1377	3	0.9372	-15.995
1052	1556	3	0.9385	31.989
629	1265	3	0.9639	-200.163
1229	1265	3	0.9605	-214.092
1265	1436	3	0.9389	228.939
1265	1721	3	0.9319	193.858
231	780	3	0.9509	-9.167
401	844	3	0.9297	-23.183
888	972	3	0.9452	131.139
888	1010	3	0.9395	115.144
888	1111	3	0.9622	67.953
888	1401	3	0.9409	101.959
676	744	3	0.9296	-14.016
744	764	3	0.9383	-0.036
744	1436	3	0.9422	-92.136
282	1377	3	0.9585	-256.241
629	1377	3	0.9722	-23.240
1229	1377	3	0.9778	-37.170
1249	1377	3	0.9463	-34.005
1421	1451	3	0.9405	138.062
1249	1303	3	0.9569	0.000
1249	1380	3	0.9418	-14.015
764	767	3	0.93	-88.016
794	1131	3	0.9352	73.999
1010	1131	3	0.9463	-31.196
1131	1537	3	0.9583	-65.930
282	1229	3	0.9579	-219.071
629	1229	3	0.9721	13.930
1199	1229	3	0.9611	21.175
1229	1303	3	0.9618	-3.164
1229	1537	3	0.9602	-69.094
676	1401	3	0.9324	-106.151
780	1436	3	0.935	-78.120
1239	1436	3	0.9354	178.974
1303	1372	3	0.953	-14.016
1353	1556	3	0.9381	-56.063
1556	1560	3	0.9619	-469.452
282	629	3	0.9601	-233.001
629	1199	3	0.9601	-7.245
1111	1537	3	0.9679	-49.935
1303	1537	3	0.9539	-65.930
1348	1537	3	0.9546	-63.914
1282	1380	3	0.9424	-14.016
282	1199	3	0.9489	-240.245
282	1303	3	0.9413	-222.235
282	1594	3	0.9451	-234.272
780	844	3	0.9347	-14.016
753	1111	3	0.9349	73.016
669	716	3	0.9346	-17.953
1010	1067	3	0.9368	1.979
1067	1239	3	0.934	-194.139
1067	1401	3	0.9323	-15.165
1199	1380	3	0.952	3.995
1303	1380	3	0.9468	-14.016
1380	1594	3	0.9477	1.979
1380	1680	3	0.9285	27.995
780	972	3	0.9415	-48.940
972	1740	3	0.9488	-89.274
713	1303	3	0.9296	107.022
1040	1680	3	0.9267	146.912
713	1740	3	0.9267	64.938
774	1199	3	0.9317	74.000
1199	1594	3	0.9458	5.974
1401	1740	3	0.9383	-60.094
131	181	4	0.8532	-28.031
575	583	5	0.7705	-0.010
583	678	5	0.7582	-0.151
575	577	5	0.7879	-0.009
494	577	5	0.8185	0.150
1582	1595	6	0.8191	-27.025
1595	1759	6	0.8095	27.027
1455	1483	6	0.825	-3.017
1455	1582	6	0.8136	-2.019
1455	1743	6	0.8526	-2.016
1500	1753	6	0.9036	0.000
1605	1753	6	0.9096	28.031
1643	1753	6	0.8898	42.047
1678	1753	6	0.8892	15.019
1715	1753	6	0.8894	14.015
1753	1803	6	0.9025	-42.047
1221	1424	6	0.844	14.016
1382	1424	6	0.8404	-14.016
1424	1523	6	0.8079	-11.999
1424	1534	6	0.7843	-28.031
1424	1611	6	0.8799	-15.022
710	723	6	0.8524	-14.016
710	763	6	0.8477	-28.031
710	1213	6	0.7784	0.000
1480	1483	6	0.8013	0.816
1483	1487	6	0.8756	1.003
1483	1488	6	0.8261	-1.003
1483	1518	6	0.8748	-0.001
1483	1558	6	0.8195	-2.016
1483	1561	6	0.7861	-3.019
1483	1582	6	0.853	0.999
1483	1611	6	0.8345	0.999
1483	1743	6	0.9066	1.001
1256	1349	6	0.831	-2.016
1302	1349	6	0.8381	-2.016
1349	1487	6	0.8203	17.008
1349	1743	6	0.8164	17.007
1290	1699	6	0.8669	-112.126
1127	1803	6	0.8981	-126.141
1391	1803	6	0.9174	-70.078
1500	1803	6	0.9498	-42.047
1602	1803	6	0.9351	-56.063
1605	1803	6	0.9373	-14.016
1643	1803	6	0.9259	0.000
1678	1803	6	0.9125	-27.028
1684	1803	6	0.9052	-28.031
1728	1803	6	0.9039	0.000
723	750	6	0.8817	0.000
750	763	6	0.8961	-14.016
750	834	6	0.9364	0.000
750	1195	6	0.9664	-0.000
750	1201	6	0.9203	-14.016
750	1213	6	0.8421	14.016
750	1256	6	0.8817	-124.126
750	1302	6	0.862	-124.125
750	1366	6	0.8385	2.016
750	1375	6	0.9558	-0.000
723	763	6	0.8963	-14.016
763	834	6	0.8884	14.016
763	1188	6	0.8222	-14.016
763	1195	6	0.8959	14.016
763	1201	6	0.9097	0.000
763	1213	6	0.8393	28.031
763	1366	6	0.849	16.031
763	1375	6	0.8834	14.016
1443	1445	6	0.8067	1.003
1122	1454	6	0.9079	-0.000
1371	1454	6	0.8657	-0.000
1402	1454	6	0.9396	-0.000
1454	1523	6	0.824	0.001
1454	1586	6	0.8919	-0.003
1454	1712	6	0.8239	-0.001
632	1376	6	0.82	18.010
640	1376	6	0.8258	-9.984
1366	1376	6	0.8689	0.000
1221	1581	6	0.8717	-0.002
1253	1581	6	0.8855	-56.065
1272	1581	6	0.9315	-56.065
1309	1581	6	0.9081	-56.065
1481	1581	6	0.885	-0.002
1509	1581	6	0.874	-0.002
1581	1610	6	0.947	0.000
1581	1691	6	0.8795	0.002
1581	1742	6	0.8926	0.002
1581	1758	6	0.8823	0.002
1445	1558	6	0.8136	-28.031
1518	1558	6	0.8184	-2.015
1558	1561	6	0.8183	-1.003
1558	1565	6	0.8253	-0.830
1558	1589	6	0.8834	-0.811
1558	1646	6	0.824	-27.029
1558	1750	6	0.8388	-0.003
1320	1358	6	0.8381	-0.000
1358	1733	6	0.7748	-28.033
1272	1758	6	0.8476	-56.063
1509	1758	6	0.8894	-0.000
1610	1758	6	0.8541	0.002
1500	1605	6	0.9247	-28.031
1602	1605	6	0.9116	-42.047
1605	1643	6	0.9169	-14.016
1605	1678	6	0.8936	13.012
1605	1715	6	0.8865	14.015
632	1366	6	0.8206	18.010
834	1366	6	0.8336	2.016
1195	1366	6	0.8407	2.016
1201	1366	6	0.846	16.031
1256	1366	6	0.8017	126.141
1366	1375	6	0.8439	-2.016
1122	1320	6	0.8316	28.031
1122	1371	6	0.9224	-0.000
1122	1402	6	0.941	-0.000
1122	1523	6	0.8369	0.001
1122	1586	6	0.902	-0.003
1122	1712	6	0.8142	-0.001
1122	1733	6	0.8195	-0.001
723	834	6	0.8656	0.000
723	1195	6	0.8787	-0.000
723	1201	6	0.8458	-14.016
723	1213	6	0.8164	14.016
723	1256	6	0.8243	-124.126
723	1302	6	0.8043	-124.125
723	1375	6	0.8736	-0.000
1221	1351	6	0.875	0.000
1253	1351	6	0.8869	-56.063
1351	1382	6	0.8697	28.031
1351	1402	6	0.8757	2.015
1351	1481	6	0.9174	-0.000
1351	1586	6	0.8918	2.012
1351	1691	6	0.9071	-0.000
1351	1742	6	0.8725	-0.001
1351	1766	6	0.8961	-2.016
1253	1272	6	0.8665	0.000
1272	1509	6	0.8334	-56.063
1272	1610	6	0.9112	-56.065
1272	1691	6	0.8705	-56.063
1272	1742	6	0.8735	-56.063
1216	1442	6	0.8741	-56.063
1442	1500	6	0.8987	-14.016
1442	1553	6	0.8808	-29.034
1442	1602	6	0.8874	0.000
1442	1678	6	0.8946	-29.035
1442	1728	6	0.8866	-56.063
1442	1737	6	0.8739	0.000
1442	1767	6	0.8801	-29.034
1221	1253	6	0.8496	56.063
1221	1481	6	0.8731	-0.000
1221	1523	6	0.8444	2.016
1221	1586	6	0.8517	2.012
1221	1610	6	0.8748	-0.002
1221	1691	6	0.8456	-0.000
1371	1586	6	0.889	-0.003
1402	1586	6	0.9088	-0.003
1523	1586	6	0.8421	-0.004
1586	1712	6	0.8322	0.002
1586	1733	6	0.8243	0.002
1320	1733	6	0.7957	-28.033
1371	1733	6	0.8097	-0.001
1523	1733	6	0.8196	-0.002
834	1195	6	0.9397	-0.000
1195	1201	6	0.9194	-14.016
1195	1213	6	0.853	14.016
1195	1256	6	0.8727	-124.126
1195	1302	6	0.8592	-124.125
1195	1375	6	0.9577	0.000
1681	1750	6	0.7818	1.011
1391	1500	6	0.9107	-28.032
1500	1552	6	0.8933	-14.016
1500	1602	6	0.9324	14.016
1500	1643	6	0.9102	-42.047
1500	1678	6	0.9112	-15.019
1445	1502	6	0.8191	-14.017
1502	1518	6	0.7697	-11.999
1502	1561	6	0.7958	-15.017
830	1290	6	0.905	-84.094
1127	1290	6	0.9314	-28.031
1290	1391	6	0.9444	-28.031
1290	1552	6	0.9201	-70.079
1290	1684	6	0.9229	-70.079
1290	1715	6	0.9264	-70.078
1290	1738	6	0.8847	-126.141
1290	1766	6	0.8926	-70.079
1320	1371	6	0.8342	-28.031
1320	1523	6	0.8067	-28.031
830	1127	6	0.8854	-56.063
1127	1391	6	0.9322	-56.063
1127	1552	6	0.9199	-98.110
1127	1602	6	0.8963	-70.078
1127	1684	6	0.9286	-98.110
1127	1715	6	0.9117	-98.110
1127	1738	6	0.8934	-154.173
1253	1481	6	0.8987	-56.063
1382	1481	6	0.9009	-28.032
1481	1509	6	0.8788	0.000
1481	1610	6	0.8994	-0.002
1481	1691	6	0.9247	0.000
1481	1742	6	0.8701	-0.000
1481	1766	6	0.8683	-2.016
891	1216	6	0.8518	-56.063
891	1767	6	0.8761	-141.160
1565	1646	6	0.7848	-26.199
1582	1646	6	0.8061	-30.043
1589	1646	6	0.7968	-26.218
1646	1729	6	0.8501	-0.001
1646	1759	6	0.8032	30.046
1646	1767	6	0.8128	28.031
791	1188	6	0.8073	-14.016
1188	1201	6	0.8447	14.016
1253	1382	6	0.871	-28.032
1382	1487	6	0.8732	-29.034
1382	1611	6	0.8806	-29.037
1382	1691	6	0.8711	-28.032
1382	1743	6	0.8492	-29.035
1561	1750	6	0.8193	1.000
1565	1750	6	0.7766	0.827
1589	1750	6	0.8206	0.808
1028	1678	6	0.8692	-113.129
1352	1678	6	0.8771	-57.066
1553	1678	6	0.8819	-0.001
1602	1678	6	0.9015	-29.035
1678	1737	6	0.8681	29.035
1445	1565	6	0.8208	-28.861
1480	1565	6	0.769	-2.030
1488	1565	6	0.8021	-1.843
1561	1565	6	0.8484	0.173
1565	1589	6	0.8516	0.019
1565	1729	6	0.7711	-26.200
834	1213	6	0.8474	14.016
1213	1375	6	0.8548	-14.016
834	1256	6	0.853	-124.126
1201	1256	6	0.8576	-110.110
1256	1302	6	0.9083	0.000
1256	1375	6	0.8789	124.126
1643	1728	6	0.8714	0.000
1728	1767	6	0.8769	27.028
1480	1518	6	0.7864	0.815
1487	1518	6	0.861	-1.003
1488	1518	6	0.7991	1.003
1518	1561	6	0.797	-3.019
1518	1582	6	0.8134	0.999
1518	1743	6	0.8764	1.002
1028	1715	6	0.9229	-112.126
1352	1715	6	0.8922	-56.063
1391	1715	6	0.9212	-42.047
1552	1715	6	0.9298	0.000
1684	1715	6	0.9301	0.000
1391	1738	6	0.8995	-98.110
1552	1738	6	0.9086	-56.062
1643	1738	6	0.8804	-28.031
1684	1738	6	0.9003	-56.063
1371	1523	6	0.8467	0.001
1402	1523	6	0.8312	0.001
1391	1552	6	0.9403	-42.048
1391	1602	6	0.8988	-14.016
1391	1684	6	0.9386	-42.047
1391	1766	6	0.9032	-42.047
593	679	6	0.8222	-28.031
632	679	6	0.8837	-14.016
1028	1553	6	0.8542	-113.128
1553	1737	6	0.8687	29.034
1553	1767	6	0.8937	-0.001
1253	1691	6	0.8925	-56.063
1309	1691	6	0.8531	-56.063
1610	1691	6	0.8668	0.002
1691	1742	6	0.8655	-0.000
1028	1766	6	0.8848	-112.126
1352	1766	6	0.8685	-56.063
1684	1766	6	0.9086	0.000
1028	1216	6	0.8517	-28.031
1216	1352	6	0.8702	-28.031
1216	1737	6	0.8177	-56.063
1487	1509	6	0.8396	1.002
1509	1610	6	0.8728	-0.002
1509	1742	6	0.8981	-0.000
1534	1611	6	0.835	13.009
1028	1352	6	0.9389	-56.063
1352	1552	6	0.8989	-56.063
1352	1684	6	0.9245	-56.063
834	1375	6	0.941	-0.000
1201	1375	6	0.9064	14.016
1302	1375	6	0.8755	124.125
593	632	6	0.9176	-14.016
1309	1610	6	0.892	-56.065
1309	1742	6	0.8641	-56.063
1309	1743	6	0.8309	-57.067
1487	1611	6	0.8783	-0.004
1487	1743	6	0.9106	-0.001
834	1201	6	0.8964	-14.016
1201	1302	6	0.8508	-110.110
1028	1552	6	0.9264	-112.126
1552	1684	6	0.9414	0.000
834	1302	6	0.8628	-124.125
1253	1742	6	0.8739	-56.063
1610	1742	6	0.8729	0.002
1582	1729	6	0.8033	-30.044
1589	1729	6	0.7997	-26.219
1028	1684	6	0.928	-112.126
1602	1643	6	0.8895	-56.063
1611	1743	6	0.8745	0.002
1253	1610	6	0.8751	-56.065
1582	1743	6	0.8334	0.003
1371	1712	6	0.8113	-0.001
1445	1589	6	0.8438	-28.841
1488	1589	6	0.8028	-1.823
1561	1589	6	0.8552	0.193
1480	1488	6	0.8211	-0.187
1488	1582	6	0.8295	2.002
1445	1561	6	0.8029	-29.034
1371	1402	6	0.8948	-0.000
993	1156	9	0.8997	-29.035
996	1156	9	0.9151	-28.031
998	1156	9	0.8703	-2.986
1031	1156	9	0.8829	-3.057
1155	1156	9	0.9086	-1.004
1156	1157	9	0.8787	0.037
1156	1158	9	0.9496	1.040
1156	1288	9	0.8709	-3.028
1156	1299	9	0.8929	-3.995
1889	1922	9	0.7728	-30.047
1891	1922	9	0.8356	-4.032
1893	1922	9	0.7308	-1.022
1912	1922	9	0.897	-28.031
1914	1922	9	0.7807	24.000
1916	1922	9	0.8215	-1.013
1917	1922	9	0.7774	-2.016
1921	1922	9	0.7375	-26.016
1922	1923	9	0.8478	-26.015
989	993	9	0.8967	-0.036
989	996	9	0.9187	-1.039
989	998	9	0.9048	-26.084
989	1031	9	0.9113	-26.014
989	1155	9	0.9136	-28.067
989	1157	9	0.8969	-29.034
989	1158	9	0.9061	-28.031
989	1288	9	0.9081	-32.099
989	1298	9	0.9245	-32.062
989	1299	9	0.8886	-33.066
996	1298	9	0.8887	-31.023
1157	1298	9	0.8733	-3.028
1257	1298	9	0.9278	-2.016
1288	1298	9	0.9619	0.036
1289	1298	9	0.9155	1.040
1298	1299	9	0.907	-1.003
1849	1914	9	0.8153	-32.063
1866	1914	9	0.7983	-30.047
1869	1914	9	0.8599	-4.031
1889	1914	9	0.8664	-54.047
1891	1914	9	0.8331	-28.031
1892	1914	9	0.7995	-2.016
1893	1914	9	0.7159	-25.021
1914	1917	9	0.7805	26.016
1914	1923	9	0.8173	-2.016
1808	1833	9	0.7746	-4.032
1824	1833	9	0.7931	-2.016
1829	1833	9	0.7812	-26.016
1833	1846	9	0.7432	24.000
1833	1849	9	0.8534	-2.016
1833	1852	9	0.8732	-28.031
1833	1862	9	0.8014	21.985
1833	1866	9	0.8649	-4.031
1833	1869	9	0.8024	-30.047
1833	1892	9	0.7888	-32.063
976	1089	9	0.7222	21.984
1089	1308	9	0.8563	43.990
1023	1153	9	0.7746	21.984
1114	1153	9	0.7697	36.000
1153	1197	9	0.8969	-26.016
1153	1250	9	0.8048	-52.031
1153	1308	9	0.8477	-28.031
993	1155	9	0.9356	-28.031
996	1155	9	0.8779	-27.028
998	1155	9	0.8692	-1.983
1031	1155	9	0.8775	-2.053
1155	1158	9	0.9322	0.036
1155	1202	9	0.889	-1.980
1155	1257	9	0.903	-1.979
1155	1288	9	0.9091	-4.031
1846	1862	9	0.864	-2.016
1847	1862	9	0.8111	-1.012
1849	1862	9	0.7889	24.000
1862	1866	9	0.8674	-26.016
1862	1869	9	0.7694	-52.031
1862	1888	9	0.7388	24.000
1862	1889	9	0.8242	-2.016
1862	1892	9	0.8322	-54.047
1862	1912	9	0.7569	-4.031
959	1023	9	0.7873	24.000
1023	1038	9	0.8572	-26.016
1023	1085	9	0.8271	-26.016
1023	1114	9	0.913	-14.016
1023	1190	9	0.9556	-28.031
1023	1250	9	0.82	-30.047
1846	1847	9	0.7834	-1.004
1888	1889	9	0.7611	-26.016
1824	1871	9	0.7819	-58.078
1829	1871	9	0.7036	-82.079
1852	1871	9	0.746	-28.031
1869	1871	9	0.7763	-26.015
1197	1250	9	0.7795	-26.015
1197	1308	9	0.9288	-2.015
1197	1917	9	0.9367	-158.263
1197	1923	9	0.7411	-186.294
1849	1892	9	0.84	-30.047
1852	1892	9	0.7884	-4.031
1866	1892	9	0.8691	-28.031
1869	1892	9	0.8257	-2.016
1891	1892	9	0.7786	-26.016
1892	1923	9	0.7887	-4.031
1038	1257	9	0.8517	-28.030
1158	1257	9	0.896	-2.015
1257	1288	9	0.949	-2.052
1257	1289	9	0.899	-3.056
1257	1299	9	0.8586	-3.019
959	998	9	0.8291	-26.084
993	998	9	0.8825	-26.048
998	1031	9	0.9614	0.070
998	1157	9	0.8342	-2.950
998	1158	9	0.9016	-1.947
996	1289	9	0.9169	-32.063
1157	1289	9	0.8827	-4.068
1288	1289	9	0.9264	-1.004
1289	1299	9	0.9125	0.037
1114	1308	9	0.7817	7.969
1190	1308	9	0.8769	21.984
1250	1308	9	0.8913	24.000
1893	1912	9	0.7306	27.010
1893	1916	9	0.708	-0.009
1893	1923	9	0.7075	-27.037
996	1299	9	0.9154	-32.026
1157	1299	9	0.9231	-4.031
1288	1299	9	0.9003	-0.967
1849	1891	9	0.893	-4.031
1866	1891	9	0.9371	-2.016
1889	1891	9	0.8215	-26.016
1891	1912	9	0.9245	24.000
1891	1916	9	0.8869	-3.019
1891	1917	9	0.8304	-2.016
1891	1923	9	0.8777	-30.047
1824	1849	9	0.7933	-4.031
